id,author,updated_time,device,spent,stars,contents,ups,downs
23556248,流泪Tearsゆ,1614036307,OPPO R9sk,0,5,太好了，游戏也很流畅，下载也很快。,0,0
12931839,荆轲吕布,1614036234,华为Honor 8X,74134,3,我玩过最久的游戏要5年了那么多坑也不知道为什么我还是要玩。,1,3
23556236,ぃ苏苏゛,1614036023,小米MI 9,39014,1,匹配机制改了就星,1,0
23556205,永远的过客,1614035071,小米 Redmi K30S,5835,4,游戏还行，就是举报系统不行,0,0
23556160,虾仁同学,1614033058,华为nova,0,4,四分吧一分扣在健康系统 为什么我一登录就说到时间了，玩都没玩就说被健康系统禁赛，希望能早点修复,0,0
23556140,丢掉小鹿,1614031806,OPPO K3,86848,1,优秀的匹配机制，优质的游戏，我直接爱了，从来不出现故意拉低你胜率的事情，从20星连跪掉到星耀，我真是谢谢这款美妙的游戏了，浪费时间浪费钱,0,0
19037428,七凛不七凛,1614030411,Vivo V2049A,83640,5,说实话玩了挺久的吧，又爱又恨,0,1
23556035,年糕,1614025701,荣耀 V30 Pro,120001,5,我也不知道评分为什么会这么低，给低评分的不就是不适应环境么，对游戏再怎么不满不还是因为你技术不到家么，怪什么匹配机制bug多，搞得跟系统专门针对你一样的？大家不都是一样么为什么别人能适应你却不行，我作为五年老玩家看着这个游戏成长和改变这游戏已经很成功了游戏有什么bug难道不能得到理解么？凡事对游戏理解到位对游戏环境能适应的人都不会这么搞，就挺无语的。。。,2,2
23556019,杀那一lhyj7,1614024795,Vivo X20,48149,1,什么鬼游戏，我从下午打到现在就没点暴击，什么鬼针对我吗，猴子10棒没一棒暴击，什么垃圾,0,0
23543774,阿炜大爷,1614024208,,0,1,這游戏呢，白女票就可以了，充钱是不可能的，充钱都是智阝章，现在匹配机制对单排极度不友好，都是组队的人的天下，我本人单排王者1星就不敢再排位了，平时都是匹配，没有一次对面不是组队的，然后队友都是小学生，我单排基本上都是给虐 ，胜率68％硬生生坑到54％，就不能把胜率高放一队，胜率低放一队吗？还有0扛8，13助攻所以就不扣分？這明摆著就是阴间演员！吃米田共吧策划们！什么扣分机制，还不如没有這机制好了。希望那天对单排友善点，我再考虑充钱吧。王者榮耀的策划阿，都是不懂赚玩家钱的傻劈策划。,1,0
23555987,帝,1614023774,Vivo V1962A,0,2,辣鸡游戏卸载了,0,0
23555909,pang桃,1614021531,小米Redmi K30 Pro,86239,3,匹配机制太恶心了，多打几把MVP就会匹到一大堆挂机，练英雄，抢位置甚至完全不会玩的队友，我也搞不懂为嘛，然后一堆故意掉分演队友的举报不了，我也很头大啊,0,0
23555879,凛,1614020941,小米MI 9,56877,5,我就喜欢看这游戏玩家倔傲不训的样子,0,0
22696059,虫虫飞,1614020636,,16082,1,拥有全中国最垃圾匹配系统的moba游戏，想尽办法让你输,0,0
23555818,关馨,1614019696,Vivo X21,120001,1,越来越无聊，内存占比大，xxs过多，每次队友和对面不是一个量级，总是有一些，技术菜又爱秀操作的人，或者就是一进去秒选英雄玩新皮肤然后打的和s一样。,1,0
23555811,暖心,1614019500,小米Redmi K30i 5G,545,1,这个游戏的匹配机制跟goushi一样,1,0
23555790,万物不及心猿,1614019089,,120001,1,本人老玩家，从公测开始玩，任何位置都会1-2个角色，主玩辅助，主单排，最高60星，这个赛季10星单排已经上不去了。有一说一，以前的王者段赢了上星，输了掉星，是真有实力才可以上，开了积分补偿后是有手就行，游戏时长够就可以上王，导致这游戏混子巨多，现在的王者段更是个笑话，以前单排确实可以轻松10几连胜，5-6连胜是常有的事，真实的感觉到游戏的快乐，觉得和同实力的玩家竞技是一种享受，现在这种连胜已经不可能有了，连胜二局马上安排阴阳队友，单排怕不都是孤儿，被队友气得心态炸裂，举报又只是摆设，无奈只能改名吐槽这些狗队友，已经对这游戏彻底失望！！本来不想发，看到评分这么低进来看看，不想喷得太过分，一星就当给自己几年的王者生涯一点美好的回忆。,3,0
20011256,糖醋蟹蒸竹叶,1614018790,黑鲨游戏手机,16901,2,不说了，这游戏我放弃了匹配机制真laji等lol出转战lol,2,0
23555765,不过如此,1614018658,,49846,3,万场玩家，这游戏的匹配机制是***，我打排位能匹配到几百场的啥也不会玩的玩个瑶也玩不明白的人，现在佛系了拿到王者印记就只打娱乐，还有就是皮肤可以有点诚意？隔壁米忽悠的游戏我因为ch全退坑了，如果皮肤质量还这么底下，下一个退坑的就是王者（威胁）,0,0
23555756,空城琥珀柒少年,1614018491,小米Mi 10 Pro,0,3,还行,0,0
23555728,Raven.king,1614018113,OPPO Reno标准版,54362,1,***举报，我就一次不会鬼谷子被队友硬逼着玩打了个1/9/12的辅助，就是TM送人头扣4分，尼玛把把队友0/7/0举报不成功，爬爬爬爬,0,0
23555642,沐风、,1614016780,华为P20,0,1,皮肤越来越炫酷，但是一点也没有以前质感。简单来说，霸王别姬跟V8限定来说，前者是美的，后者花里胡哨，拿特效堆起来的。而且皮肤出场动画越来越长。举报机制越来越搞不懂了，明明有队友挂机了，我们投降都是4个人，举报还不成功，有时候对面的某个人确实很强，刚好和我对线，被压着打，然后全局落后，输了被举报送人头，还成功了，最后我截图20%的输出数据申诉，才返还积分，这种情况时有发生。新赛季说的审判系统，也没有上线，被吐槽的匹配机制，今年皮肤，一改再改，真的不能用点心嘛，好于不好大家都可以看的出来，李白典藏就是很少人吐槽吧，那为什么其他皮肤就一堆人吐槽，真的不是恶意跟风，恶意喷。反正，以前挺喜欢的游戏，只要有实力，真的可以上分，现在，这游戏太不平衡了，进去把把打野没人玩，我一楼，进去位置全抢了，剩个打野，我五楼，最后留个打野，没人玩。强势打野，太难了，简单些的，又跟不上版本节奏。东方镜，老虎，曜，玄策等等难度都挺大，李白刮痧，韩信操作细节多，其他打野，要不没位移不好切c，要不前期守不住野区，打野玩家又少，自己玩又不是特别强，就很难？。。。,0,0
23555616,User106493748,1614016522,华为Mate 20 Pro,0,1,这是个坑逼游戏，新出滴皮肤特效比原皮还差，真不晓得天美工作室的去干什么了。匹配机制也不公平，不充钱给你匹配差队友，英雄联盟可以不买皮肤，但王者荣耀不买皮肤不行，手感全靠皮肤打，著名的有白龙吟，队友素质普遍很低，英雄强度极端不平衡，出的几个新活动也配叫活动？总而言之，又肝又氪。垃圾游戏，我一套番茄连招送给他，番茄鼻屎、番茄猪肉、番茄炒蛋、番茄米饭、番茄炒河粉、炒米饭、炒水、炒b。就玩王者荣耀一定要笑，不要老是氪金，你看我，不氪金打游戏（打崩了），***，***了个***得游戏。,1,0
23555573,啊,1614016073,小米M2007J17C,9733,3,nt队友真的太多了，一局游戏想赢的真的永远只有我和对面5个人，想打把王者放松结果打完了血压直线上升。皮肤也越来越不行，在不踢gff你们真的要被冲爆啊大哥，想接着在榜1呆着宁可真得好号反思了，不改别的改个皮肤都行啊。最后再说一句阿离的年限真的不考虑再改改？gff全家升天,0,0
23493941,萌新,1614015414,,31940,1,早点凉吧，玩游戏是为了让人开心，而玩这个游戏遇到的那些人，只让我感觉到网络世界的恶心和肆无忌惮。另外，卸载时才发现这游戏这么大，占了好几个G，本来以为它是一两个G，不卸不知道，一卸吓一跳。,1,0
23555495,吾皇万睡,1614015324,华为P30 Pro,26551,3,这游戏不知道怎么回事了。,0,0
23555491,。,1614015135,Vivo X6,27959,5,我感觉王者荣耀是真的超级好是我玩过最有意思的游戏，皮肤和英雄设计的非常好,0,0
23555450,吴彦祖,1614014695,OPPO R9,0,2,求求惹，调整下匹配机制吧，打个星耀局都遇到些什么人啊,0,0
23555438,移动的ATM机,1614014602,小米Mi 10 Lite Zoom,0,1,晋级4把全是人机演员，我真是醉了，,0,0
23555431,曦似白鸿,1614014551,联想拯救者电竞手机,72332,1,我明明成年人，然后限制我，说我未成年wtf，然后我重复实名说我身份证格式输入错误？wtf我明明输入的是对的，然后五次错误禁止我，然后告诉我去微信解决，搞笑的来了 我去微信，微信公众号里面告诉我我这个qq是成年的搞这个干嘛，但是我就是被限制了还解不开,0,0
23555402,双马尾萝莉吕布,1614014259,华为 Mate 30 5G,120001,1,玩过最垃圾的游戏 没有之一 比***都要靠运气 恶心人的游戏机制 完全可以用一个游戏坏一天的心情,0,0
23555236,青将至王里,1614012774,华为P30,0,1,游戏机制是真的恶心烦人，bug一堆还不修复，光是一个英雄就有nm几十个bug（李信玩家骂骂咧咧）***,0,0
23555190,祸水,1614012410,华为 nova 6 5G,8157,1,游戏越来越差了,0,0
23555125,手机用户61893213,1614012009,OPPO K5,0,1,什么玩意，匹配几直接就是让你维持50胜率，什么小学生都能匹,0,0
23555065,清风与你,1614011591,华为荣耀9X,0,3,真的对系统的匹配机制无语了。如果隔几天玩儿一两局的话，就会匹配到正常的队友。天天都玩儿的话就会各种奇葩的队友。举报机制目前非常的不完善。太过生硬了。希望官方好好完善举报机制，真的被坑怕了。,0,0
23555041,小念头,1614011421,华为荣耀9X,41256,5,跟同学在王者开黑的同时，让我觉得，游戏输赢不重要，快乐才重要，我觉得玩王者能带来快乐,1,0
23555000,我好懒,1614011166,华为 Mate 30 Pro 5G,32210,2,连胜之后必有连败，优秀的机制总是让一些作业没写完的人也能沉迷其中,0,0
23554965,祗是個夢,1614010868,华为畅享9 Plus,0,1,希望能出一个让所有人都喜欢的模式（不刷级，不炼金，不怒气，不攀比，不施压，不科玄，不沉溺，不镜换，不暴力，不僵硬，不经营，只为玩家开心），当然我知道到这是不可能的，我只是祈祷着，默默的。,0,0
23554935,牛天琳,1614010579,小米Redmi 7,7806,1,这是什么辣鸡游戏，1是平衡机制问题，2是游戏氪金程度，3是啥好的端游到腾讯手里就不行了，给出一星,0,0
23554915,峰氏槑（Д`）,1614010461,,6482,1,在B站看完新皮肤吐槽打开TapTap4.7这么高？？？一看满分10分emm--高了高了（还是想说句话，作为王者3，4年玩家，最近有个gff真的***无语。游戏要没有我们玩家，一个moba能有今天5年寿命？这游戏5年寿命真的真的不少了，也有ye的初中时代啊。。。之前氪金是对游戏的认可，现在氪金真的___（自行体会关某人干的事）当初五周年真的挺希望王者能走远一点，现在真就。。。害）,3,0
23554909,啦啦啦啦,1614010424,小米Redmi Note 8,22243,2,有点大不如前了,0,0
23554836,孤独な鯨,1614009915,华为GLK-AL00,21849,2,作为一名老玩家嘛，这游戏一言难尽。唉！这游戏现在也就是另一个社交软件罢了。也不知道该说点啥好，tx游戏嘛！懂得懂得，不懂的以后总会懂的。,2,0
23318185,夜神月,1614009703,小米M2003J15SC,0,1,这是游戏？呵呵，一个社交软件罢了,1,0
23554791,zhAn9yy,1614009587,华为MXW-AN00,0,5,啊这 也没什么好说的 就是别给我匹配演员了 还有就是未成年就不要打游戏 看看新闻联播不香嘛,0,0
21151485,莉雪儿,1614009548,Vivo V1816A,2630,1,对这款游戏有抵触情绪，也不知道为什么会这样，看到别人聊这游戏也有点反感。,0,2
23554751, ,1614009338,,0,3,素质型队友挺多迷惑的皮肤，就拿镜的FMVP来讲，光看外形就像个传说价格买了个原皮的星元，伴生皮也是足够多多的&ldquo;锚点&rdquo;和原皮没啥两样匹配机制也是，一人输出，四人挂机，人机也是足够多的,0,0
23138765,全部,1614009199,华为P20 Pro,20054,2,佛系玩家心态超好王者加油&mdash;&mdash;&mdash;&mdash;脏话分界线&mdash;&mdash;&mdash;&mdash;已卸载过年这段时间都是神仙队友 抢c位没伤害给我整吐了,0,0
23554699,笙歌,1614009013,华为P40 Pro,0,5,王者荣耀这款游戏 真的让人感到很便捷 可以使人随时随地的玩上游戏 节奏快速 不占用时间 可以很方便的和朋友来一场劲爆的开黑娱乐局,1,0
23554618,长夜变清早,1614008435,,0,3,搞人心态第一名 游戏卡顿 匹配机制也不行,0,0
23554570,哦豁,1614008132,OPPO R11,39154,2,看到评论里好多人都s3老玩家，其实我也是到现在真的是越玩越伤心，越玩越后悔，小学打到高中就挺无语，我浪费大把青春都干了些啥呀（捂脸哭）特别我又还是个氪金玩家，当年还只有v8，现在弄个v10就真的搞心态，你说好端端个女孩子，啥事不干爱好打游戏算个什么事呀，零用钱不干别的全拿去充游戏了，现在想想都是泪呀，卖吧，回本又不可能，便宜出了又真的狠不下心，毕竟这个号绑的不止王者荣耀一个游戏（无声哭泣）王者现在是真的毁童年了，当初刚入坑觉得特有意思，又特别迷它，玩了这么多年了，这游戏反而越做越烂了是个什么理？皮肤做的花里胡哨的，光是背景亮闪闪的，人物建模丑的没话讲，原本说自己有几个限定皮肤还挺骄傲，结果好家伙，今年1/2月份就返场十几个左右？这什么意思，啪啪打脸呗，出新皮肤速度还贼快，原本想着退一段时间坑放假才玩，结果几个月的时间，什么李白芈月的，一大堆新皮肤，还基本都是FMVP荣耀典藏这种贵死人的，这不说别的，但也太夸张了吧，速度快算了，还没质量那机制真的是有够让人吐槽的。。。连跪连赢差点没给我整精分了，一晚上能你亲身体验什么叫悲喜交加，充了钱你是爸爸，能让你一口气连赢几把，几局一过啥也不是，直接让你跪地叫爸爸，局局一打九这谁受得了，逆风就骂队友，给了个人头就骂队友，先抢了英雄也骂队友，我就好奇了，这游戏是来练口舌和打字的吗？这种环境谁玩的下去？骂完直接演，送人头报位置无奇不有，真的厉害了盘算着等合适的时候就弃游算了，累了,1,1
23554511,柠檬,1614007837,小米 Redmi 9,35848,5,没事，队友好一起好，队友无跟着无,0,0
23554495,奔驰,1614007771,华硕ZenFone 2 (ZE551ML),0,5,这个游戏热度好高，玩了几个月，感觉不错,0,0
23554461,手机用户22925340,1614007547,华为SEA-AL10,35288,1,生气老实说，玩的就是菜，大号限时，小号没铭文，根本打不过，英雄一个个的直接改成爆发荣耀行了，持续输出英雄就是在刮痧，爆发英雄直接一刀给你秒了,0,1
23554459,手机用户105197270,1614007543,小米Redmi Note 7 Pro,6880,3,不错的，太吸收了,0,0
23554458,If.,1614007541,华为Mate 20 Pro,994,1,TX好游戏,0,0
23554447,。,1614007487,,0,1,语音骂人都不封，v8就是牛,1,0
23554368,普度众生。,1614007015,小米MIX 2S,0,1,把把被坑 赢一把输五六把,0,0
23554329,小天才徒步而来,1614006725,华为HONOR 20,0,1,这匹配机制值得一星,0,0
23554290,爱吃鱼,1614006529,小米MI 9,39553,1,再见elo机制，再玩就是小狗这个赛季elo压得我胜率只有48%，把把MVP金银牌，总胜率从60%到52%直接改名叫气人王者算了,0,0
23554241,白芊芊,1614006260,华为SEA-AL10,0,5,反正我！又菜又爱玩！,1,0
23554238,八尺大人永远滴神,1614006249,小米Redmi Note 7 Pro,106483,3,怎么说呢，感觉现在的王者没之前那种感觉了，皮肤锚点，匹配系统三天两头给我匹配到三四个重复位置，强的永远在对面，举报系统就和没有的一样，除了挂机别的基本上都是举报不成功，拿个辅助三天两头扣分扣分，对这游戏真的是越来越失望,1,0
23554235,陽光總在風雨後,1614006227,,45975,1,gff荣耀,0,0
23554226,水沝淼,1614006149,华为Nova 4,0,1,elo机制着实有点不当人，我如果玩的好那应该是队友和对手都强，而不是对手强的离谱我们这边一群**,1,0
23554104,╰★佪眸┅笑★╮,1614005690,华为荣耀20i,37823,1,有点搞人心态了，玩了好几年了，也是我玩的最久的游戏了，充的也不算多也不算少，但是你这匹配机制就搞人心态，我玩这游戏本来也没用怎么连胜过，但你这动不动就十几连跪，匹配各种奇葩队友，把把败方MVP，一下从王者十几星掉到星耀，还有这lj的举报机制跟摆设一样，各种送各种演，然后随便混两个助攻就举报不了，你还不如把举报机制取消了，这样就没意思了。退了退了，还是玩网易游戏去吧,3,0
23554123,狐狸晕酒,1614005518,华为Honor 10 Lite,95292,2,扣的三星，一星bug，二星匹配机制，三星举报无效。,1,0
23554105,LM.,1614005416,,27746,1,唉，这游戏，是想圈钱跑路了吗？,1,0
23554086,シャーロックホームズ,1614005287,小米Redmi K30 Pro,31231,1,一颗星星就为我充的钱叭。队友为什么就是极端，该点塔不点塔，该团不团。,0,0
23554079,干将yyds,1614005260,华为JDN2-AL50,0,2,不管怎么样，玩这个游戏，语音聊天必须屏蔽。,0,0
23554070,大恶人.swagger.,1614005207,华为Nova 4,48665,1,天黑路滑，社会复杂这个游戏真的没得救了,0,0
23553997,余温,1614004830,小米Redmi Note 7 Pro,0,5,真好,0,0
23553979,祈る,1614004752,,55351,1,现在感觉也就那样了，队友跟个鬼一样，举报放在哪里就是个摆设,0,0
23553920,江江江都i,1614004383,OPPO PDYM20,11245,2,打这个游戏真的是得佛系，打到你没脾气，赛季初最10连胜，连胜之后。好家伙，一群阴间队友，我觉得做游戏可以接地气，但能不能别接地府呀？,2,0
23553917,To life,1614004369,华为荣耀9X,0,5,不错不错,0,0
23553882,小野eyoaix,1614004156,华为荣耀9X,120001,1,没啥想说的，这种游戏，垃圾,1,0
23553758,User341995658,1614003477,OPPO A32中国版,32640,1,好玩啊,0,0
23553710,最强的魔法师惠惠,1614003159,华为Honor Play,70137,1,民风淳朴,1,0
23553698,『     』,1614003093,小米Mi 10,0,1,垃圾游戏就是垃圾游戏，不多说，懂的都懂,0,0
23553675,茗梓,1614002966,小米M2007J17C,0,1,什么辣鸡客服，打的克隆 一进游戏一女队友直接说不玩了 不想玩项羽。。。那你特喵的玩什么克隆啊，克隆不就是选到什么玩什么吗？然后俩舔狗跟着不玩了，你特喵直接退也行啊 她就不，三人搁中路打***，线看也不看 来人就跑给爷整吐了啊，日常举报不成功废物元芳（就是废物小声bb）举报到客服哪里 客服反馈说人家三人没毛病，不成功。。。。爷有毛病好吧，告辞，在下载这破游戏老子是狗,2,0
23553576,未来一梦,1614002372,华为HONOR View20,23017,1,去尼的,0,0
23553546,QQ用户15949978,1614002184,小米MI 8,15444,1,没什么好说的，tx想让你赢三个射手都能赢，不想让你赢你杀50个都赢不了，1/13举报不成功，我就说两句玩的菜扣7分？,3,0
23553499,康,1614001926,华为荣耀9X,28167,5,很好,0,0
23553453,贰壹零,1614001664,魅族16th,0,1,队友脑瘫，越更新越差劲,0,0
23553443,浅笑心柔,1614001615,Vivo X20,42738,1,队友实在是太坑啦，队友都不来帮过，王者的匹配机制真的是有问题，我也不要求什么大神，我只想要一个水平和我差不多的就行，可是遇到的都是什么神仙？明明看到有战士了，还选，真不知道他哪来的自信！举报机制也是有问题，我打团度23%，被举报成功，队友打团度11%举报失败，2-11也举报不了，我呢？11-8被举报成功，真的是服了，队友前面疯狂送，结果抢了一个人头就举报不了，气的我都有点想哭！！！,4,0
23553409,ゅ lovelinゅ,1614001435,黑鲨游戏手机 3,40022,1,懂得都懂,0,0
23553331,^_^*,1614000994,黑鲨游戏手机,886,1,啧，越做越辣鸡，皮肤丑特效还不改，bug越来越多，抄都不会抄,0,0
23553327,爱意诉于星辰,1614000979,,12176,1,王者荣耀？狗都不玩 sm游戏就冲你是tx的 已经烂大半吃相难看 换皮骗氪 玩家氪的金没有任何回报 喂狗都比这好 给其他公司 wy mhy还能有漫画 cg 请歌手唱主题曲 视觉小说 中国游戏全世界都看不起 tx占了大半功劳啊,2,0
23553277,mqd,1614000669,OPPO Find X2 Pro中国版,28953,5,还行吧,0,1
23553270,西杭有邪,1614000633,红米Note 8 Pro,18007,3,还是给美工和cv和音乐组&hellip;&hellip;我都不敢打了，王者十几星的局，打五局四局败方MVP，剩下一局败方排名第二，之前单排可以自己打的，现在单排我必输到底，我技术也不差啊，最高王者二十星，射手法师辅助我有七八个排名，我现在除了打野我啥都玩，就连打野我前几天我都被迫上阵，结果前期三路全崩，这他妈什么匹配机制啊，无语子，有辅助了还挑三拣四有瑶就挂机拿蔡文姬就演&hellip;&hellip;我又不是把把拿，看阵容不行吗？？有些软辅坑是因为他们不会玩，又不是所有人都不会玩，王者低端局只有人菜没有英雄烂，离谱了，我以前可以一打三一打四经济好甚至可以一打五，现在要我一打九我真的做不到。是我钱没到位吗？马上V6了啊，是不是要我充到V8你们才不制裁我。啊，我忘了，现在是V10了。（疯狂割韭菜）我是个主玩法师辅助的啊！你们能不能不要老是给我匹配也主玩法师辅助的，好家伙抢位置抢的我练就十八般武艺，除了打野我都全能了，前几天玩吕布带着个小明还五杀了。为什么到底为什么啊，现在很多带妹妹的或者带兄弟的，能不能把你们的双排三排段位限制改近一点？？？单排玩家一进去好家伙一对情侣一对基友闺蜜，把你玩什么英雄夸夸夸全给安排了，开局一看好家伙俩王者带俩星耀，我都他妈十几星了还给我排星耀！排就算了根本拿不到输出，就算辅助没了这局也特别难打，因为辅助根本不会，带人上分的也秀不起来，我看还是大家伙回泉水泡脚吧。你们其实是戒网瘾游戏吧，我每次肝完王者都会进入贤者时间，总是十分心累，万分想放下手机去学习专业技能，也和王者认识了四五年了，从高中玩到大学，期间断断续续的退游了停长时间，实在没游戏玩又捡回来，这真是个错误决定。心好累。,2,0
23553265,老龙,1614000617,荣耀 Play3,0,1,队伍太坑,0,0
23553262,江啸风,1614000581,华为HONOR View20,119974,1,吐了呗我就挂着打人机,1,0
23553176,古道,1614000063,OPPO PDYT20,3182,1,新手上路，多谢感想。,0,0
23553150,甜心格格,1613999938,OPPO A32中国版,0,3,什么时候再来一次人脸识别？,0,0
23553063,无伪Ψ残响,1613999394,小米MI 8 SE,93421,3,绛天战甲待优化项1.局外，人形态出场时间过短，局外建模做的并不好，造型仍然缺乏科技感，建议为人形态添加如血液一般的电子流涌动全身，再增加人形态的轻装备。       2.局内，变身状态重做站立姿势和行走姿势，因为模型本身的改变， 铠的造型与其他皮肤产生了大的变化，喷射器的出现使得这个皮肤拥有了更多的可能性但无用的喷射器影响了整个皮肤的造型美感，非要说的话就是有点上重下轻。                                                        3.技能方面，人形态一技能二技能，无建议，变身后一技能，二技能，一技能缺乏如变身前的爆发特效，二技能缺乏如变身前的剑影特效 ，红色搭配黑色的剑影应优化为有红色搭配金色的剑影，裂地特效应在实际击飞范围内进行填充大小参照初版特效，裂地特效重做，而不是将其他皮肤的特效用上来，三技能变身特效，正六棱柱，可改为正三棱柱，与皮肤设计方向理念贴合，三技能灼烧特效优化，使其与其他皮肤的被动效果区别。                                                                                         4.海报方面，对海报的头部进行重做 ，第一是细化后对比感上不如初次爆料时手稿，那般的张力，非要说的话就是棱角磨的过于圆滑了，第二是那尖锐的下巴，被戏称为鸡甲的根源，完全可以通过头部位&lsquo;置的偏向来调整，如使之正视玩家视角。                                     5.在官方的解释中，第一版造型突出的是冲突，第二版造型突出的是融合，但在我看来头部融合的过头了，就好像曙光守护者和青龙志，并不是说你够圆滑了就融合了，将头部所有的尖刺全部去掉，很明显丢失了铠，头部本身的一种特色，那些尖刺倒不如说是优质的锚点，将尖刺缩小而不是删去才是最好的选择。还是得说，那么大的推进器，喧宾夺主，纯粹一个装饰品，还不如把肩甲细致化，还有永远的神，战裙。（以上纯属个人看法。希望王者越来越好，也希望官方正视自己的定位，尊重玩家，别搞这些敷衍的东西。）,0,0
23553041,爱喝奶茶雪碧可乐,1613999268,,0,2,"不想说什么了,我的小号没有充过一分钱,现在我就一直卡在钻二,卡了好久了,我以为我技术菜,所以我就一直打辅助,都不敢打输出,结果匹配的队友一个不如一个,法师就一直呆在中路,信号也不发,也不来帮忙,战士,去帮他,他来一句： 我对线对的好好的,我直接无语了,举报就没有成功几次,玩什么 ！！！ 天天就知道出皮肤,赢一局输两局,玩什么,真是无语了,队友一直送,不会玩为什么要秒选,一共就玩了15局的法师好意思发50的胜率,到头来还不是送,预选老是没人预选。抢的时候倒是抢的挺快的。。。我真的一星都不想给的  ,但是这是我的青春阿！我六年级就开始玩,s3入手的吧,中途也退了好久,因为中考,现在我高二了,也是一个女生,其实女生也可以玩的好的,说真的我之前一直以为不充钱也可以玩的话,这今天我实在累了,打不上去就算了,还掉下去,一个赛季比一个赛季难,",0,0
23552999,ㄞ,1613999079,,35283,4,还行吧，就是匹配机制有点不好，游戏挺好玩的，看我游戏时间就知道了。,0,0
23552973,紫蕊,1613998971,荣耀 V30 Pro,0,4,还行吧,0,0
23552939,,1613998707,华为荣耀9X,0,1,一个队友想搞，这盘就别想赢,0,0
23552935,Miss you.,1613998665,VIVO IQOO Z1,0,1,我都服了，钻石局比王者局都难打，队友估计连英雄技能都没看吧。队友不是小学生就是v10的女生，动不动就拿个瑶还不如挂机，还有人上来直接挂机连演都懒得演，我寻思着我钱也没少充，是我欠你们了吗？,1,0
23333044,┗生无可恋╋,1613998610,vivo Y93,0,1,匹配机制是个大问题，队友个个都是猪，对手个个都是神仙，还经常出现6比25，10比30多的，举报送人头的就是一个摆设，没什么卵用，反馈问题一个都不修复，天美就是把玩家当猪，养肥了就可以任人宰割，还有这几天透视挂个和自瞄挂特别多，举报就是个摆设，摆设，摆设，重要的事说三遍，算了卸载了，用永不碰这游戏了。,5,0
23552856,hui,1613998265,华为Mate 20 Pro,0,5,掉分的加我，一起掉,0,0
23552820,愤怒的老希,1613998020,华为 nova 6 5G,0,2,不彳亍，王者已经背离moba初心了，皮肤都加10点攻击力，资本竞争太严重啦,0,0
23552750,《0╯╳╰0》,1613997574,华为Honor Play,3288,1,***游戏，玩着玩着460，网络流量都没用一直卡着，一天天更新，除了更新皮肤还会更啥？,0,0
22974406,夜苡,1613997506,OPPO R17,2442,2,一星给过去，一星给我充到v6的钱，这次改动真不错啊，小丑竟是我们玩家自己，一个个满心欢喜等着更新，进入游戏才发现这shi一样的UI和无用的一堆cg，讲真的我们想看cg可以去微社区去小破站去网上百度，总能找到，你们官方号发个消息大家知道了也就行了，非要玩个moba还要带着数G内存的cg才能玩呗？删了又重新下，真霸道嗷，cg懂的都知道，看一次也就差不多了，每次打开都要像小丑一样蹦出来整活，赛季任务进去还有两段cg，咋滴？想让玩家看到你们做cg有多努力给你们充钱去做cg电影，爵迹3王者峡谷吗？再去钓一波鱼来杀吗？我觉得大可不必，然后打开游戏打一局，这打击感，这奇怪的伤害数字，这花里胡哨的光污染，团战就在一片噼里啪啦的特效里结束，开画质和特效越高越觉得想吐，这是负优化吗？别人优化都是减法，你们倒好，非要加个数十G的东西在里面，问题是，这数十G的数据我们只能看到cg，其他的东西在哪？UI？那还是换回去比较好吧？那些还不停洗地的人玩游戏真的不觉得眼睛疼吗？还有现在出的新英雄越来越像缝合怪，自从描点事件以后王者真的让人觉得陌生了的确，我们可以退游，但退游卸载以后，我们那些过去的青春就不值得怀念了吗？那些说退游就退游鹅场不差你这一人的人有没有想过那些说退游卸载的玩家心里是有多无奈，王者就是有玩家的热爱才有现在的样子，可总觉得王者在不停的跟玩家反复横跳，真的，心累。王者？就这？,15,6
23552622,我是大神的同桌,1613996757,华为TNN-AN00,48913,1,这游戏真的是牛啊，排位排的什么人，妖魔鬼怪的队友，我真要为这个匹配机制鼓掌呵，举报系统，哎呦，越改越废，别玩了别玩了，越玩越气一颗星都不想给 ,0,0
23552534,手机用户25584040,1613996451,华为Honor 10,0,1,目前 信誉经验 扣分严重 ，还想上分的朋友 又不想出错的，请做到三点：1 关语音 别交流3.别管什么阵容不阵容，想玩什么 玩什么，你想上分 队友可不一定，你让经济给队友，队友浪 还会蹭线 搞崩你一路3. 多参团 少配合，被卖 多死 还得防举报！！！&ldquo;王者荣耀&rdquo; 该卸了(&macr;&macr;),0,1
23552527,蒙娜丽超,1613996227,华为畅享10 Plus,0,1,lj游戏，华腾的赚钱工具,0,0
23552474,雪,1613995920,Vivo V2024A,12264,1,体验极差,1,0
23552400,九歌吖～,1613995569,OPPO A9中国版,0,3,麻了，真心累啊，一天天输一把赢一把，要不就连跪，真的是,0,0
23552317,少年は力を欲しがっていま,1613995223,,35949,1,真的不行评价这个匹配系统最近的皮肤就像原皮换了个色,0,0
23552293,User321071436,1613995064,华为荣耀20i,0,5,王者荣耀改版之后没有以前那么好玩了，也许没有以前那样的激情了吧，一天天也就玩玩边境突围,0,0
23552238,琨琨,1613994783,Vivo Xplay 6,0,5,挺好玩的但我有点菜，有没有大佬带带我,0,0
23552204,User343340786,1613994585,华为ANG-AN00,0,5,挺好的,0,0
